TimeL,ChargeL,ChannelIDL,TimeR,ChargeR,ChannelIDR,DOI,NCD,delta_t,n1,n2,ChargeL_zscore,ChargeR_zscore
607195675960134.0,25.382145,79.0,607195675960720.0,18.414848,72.0,20.0,0.159081629188561,-586.0,0.3600174,6.241896,-0.2950714917566365,0.5910599579732018
189771737010000.0,20.111301,87.0,189771737010764.0,20.458736,80.0,10.0,-0.008563832465817,-764.0,3.893137,2.721312,0.2552562522868959,-0.46771495120947354
261911569983765.0,21.002575,87.0,261911569984990.0,18.07798,80.0,15.0,0.0748350426446093,-1225.0,4.4869714,4.5922008,-1.0575917882109225,0.33799246390835064
1392997777395588.0,25.475086,79.0,1392997777396522.0,21.373207,72.0,15.0,0.0875566373357509,-934.0,-1.6278328,4.3569245,-1.4092982558354452,1.1732016313483213
779091169557273.0,20.966755,103.0,779091169557716.0,21.291698,96.0,10.0,-0.0076894201498573,-443.0,9.465142,1.531212,0.6906190155937089,-0.4368142992519872
1608629248437523.0,29.400211,95.0,1608629248439348.0,15.035225,88.0,28.0,0.3232777101590721,-1825.0,11.751934,10.783745,-0.10528049504600721,-0.48366164678081575
1265126038979440.0,29.176723,78.0,1265126038980884.0,22.812859,73.0,15.0,0.1224065236762242,-1444.0,-6.7386084,4.3220773,0.7977218828562115,-0.006293286875592134
1628809161763967.0,28.67474,86.0,1628809161765213.0,21.112122,81.0,20.0,0.1518998727013564,-1246.0,10.891314,1.9863801,-1.3579736045427697,1.2019325852928013
619448786486484.0,30.412205,78.0,619448786488063.0,18.23315,73.0,25.0,0.2503641920179224,-1579.0,-5.0666223,-0.6589437,0.18487962185531528,-1.2266004586538783
493438737853461.0,32.286186,94.0,493438737855026.0,18.042976,89.0,28.0,0.283001135604046,-1565.0,13.912453,-2.9890988,1.1037329937956208,-1.2836755052933486
1256636489753382.0,21.444386,94.0,1256636489753605.0,25.319305,89.0,2.0,-0.0828617013999172,-223.0,13.525229,12.750995,-0.5632837212603664,0.4898672310490302
937068410280974.0,26.825512,79.0,937068410281625.0,19.975494,72.0,20.0,0.1463647597660614,-651.0,-1.5617868,6.4111924,1.4040453900545633,-0.9100520453928248
1068733111204851.0,25.875916,102.0,1068733111205634.0,24.188957,97.0,15.0,0.0336954614865397,-783.0,1.0514702,3.1165078,-1.3743797269899416,1.0583053023107298
102883471894003.0,24.652096,102.0,102883471894953.0,23.42535,97.0,15.0,0.025516039267144,-950.0,1.6724058,3.5878403,0.4828612217534013,-0.6595846799980098
1338313299699321.0,24.159195,78.0,1338313299700009.0,24.822399,73.0,2.0,-0.0135398615243105,-688.0,-4.377087,10.529099,0.5416779009142368,-0.5373286300319298
1194216494399780.0,25.818752,86.0,1194216494401125.0,22.462101,81.0,15.0,0.0695234402755891,-1345.0,10.64107,4.495368,0.302646015968874,0.10526778939429628
1029989823044991.0,22.462402,94.0,1029989823045457.0,26.720512,89.0,5.0,-0.0865770173764002,-466.0,13.307356,11.702146,1.2541043012814357,-1.183594821703876
693096413493111.0,20.381424,94.0,693096413493204.0,26.036354,89.0,5.0,-0.121826813855674,-93.0,13.295498,13.640492,1.352520604638663,-1.1819450324600234
758829600743967.0,27.20541,86.0,758829600745568.0,20.775497,81.0,15.0,0.1340098260335095,-1601.0,10.398657,2.8347576,0.6665996703684889,-1.600468375096029
283702668376022.0,26.265221,103.0,283702668377147.0,17.516304,96.0,20.0,0.1998312530228218,-1125.0,6.8299103,6.1830378,1.7283562358646072,-1.1981239032634843
190532044522738.0,25.875385,103.0,190532044523649.0,17.75507,96.0,20.0,0.1861157533195563,-911.0,6.8859205,5.727493,-1.0628881450775276,1.2330428967483105
675266227001085.0,29.78632,102.0,675266227002529.0,19.037621,97.0,28.0,0.2201522199938755,-1444.0,3.822653,-4.480341,1.1575897364431615,-0.900301855292324
189256337623268.0,24.836124,78.0,189256337623745.0,23.961594,73.0,10.0,0.0179215347734088,-477.0,-4.8311844,9.641356,0.9633721072575763,-1.2653360012529449
880548489401697.0,17.301075,87.0,880548489402096.0,23.359169,80.0,5.0,-0.1489930557229317,-399.0,2.8586426,-0.77905315,-0.8108129481731525,0.9558332723128513
1321700507177952.0,23.501747,87.0,1321700507178720.0,19.574188,80.0,20.0,0.0911775681711842,-768.0,3.9391572,2.6701798,0.8925599181077005,-0.9423378536154892
10070911815054.0,25.188538,79.0,10070911815904.0,19.155777,72.0,20.0,0.1360436168649803,-850.0,0.077401355,5.815039,1.8342032731125795,-1.1796630481886607
522596128106184.0,28.152187,79.0,522596128107003.0,20.770508,72.0,20.0,0.1508845536820897,-819.0,-2.3761597,6.7018576,-0.6965254516261902,0.5583466432148209
900184343119718.0,18.705078,103.0,900184343119991.0,22.013191,96.0,2.0,-0.0812439497366648,-273.0,7.313026,2.4603548,-1.2759281331608696,0.8352448487306232
751025418679176.0,25.878681,94.0,751025418679937.0,20.863152,89.0,15.0,0.1073027880613924,-761.0,16.545504,3.992941,1.195278799502639,-0.8997173234421896
901615075296169.0,25.128185,86.0,901615075297365.0,22.098743,81.0,15.0,0.0641464971001289,-1196.0,10.3298855,4.8138733,-1.3280500705082494,1.179968925299134
970325864834538.0,28.128052,102.0,970325864835760.0,19.427261,97.0,25.0,0.1829614916003181,-1222.0,3.6452215,-2.3067136,-1.1781825809428506,0.9670849987067203
1302858344662578.0,18.707321,103.0,1302858344662757.0,22.564804,96.0,5.0,-0.0934646083767191,-179.0,7.0538774,2.2001595,0.46147751755701294,0.3371023613811818
773505286360341.0,20.477085,79.0,773505286360512.0,23.765694,72.0,10.0,-0.0743309772652391,-171.0,-1.910647,0.61935693,0.5176371956665838,0.03448914064140618
1239934887512252.0,20.789597,94.0,1239934887512485.0,25.663879,89.0,2.0,-0.104928251224946,-233.0,13.343008,13.639173,1.180209071502433,-1.1173140563520745
749441035039023.0,31.189503,79.0,749441035040553.0,17.697159,72.0,28.0,0.2759923350872268,-1530.0,-0.519964,11.98793,-1.2299228239763302,1.674418539844496
1225447144893415.0,25.976425,86.0,1225447144894590.0,22.065899,81.0,20.0,0.0813975194039322,-1175.0,10.620365,4.378594,1.916226455775419,-0.8391631572664985
518593121489556.0,27.00182,95.0,518593121490759.0,15.535019,88.0,25.0,0.2695734161158519,-1203.0,11.619184,8.729288,-0.30798107140128966,0.8235123967931708
1388260959393011.0,27.513081,87.0,1388260959394024.0,16.666157,80.0,20.0,0.2455208485035437,-1013.0,0.09863905,4.685342,1.4015123700030698,-1.1961507062025984
73844300152568.0,25.073349,86.0,73844300153680.0,22.634659,81.0,15.0,0.0511169948659353,-1112.0,10.406939,4.9352846,-0.9612534435577159,0.10526778939429628
1796754432733609.0,16.550518,87.0,1796754432733830.0,23.769596,80.0,2.0,-0.1790440870281269,-221.0,2.8448362,-1.6387343,0.560168018593508,-1.2115394794277388
559107185068295.0,24.987984,102.0,559107185069255.0,23.290592,97.0,15.0,0.035158286358736,-960.0,1.7828398,3.3761535,0.5928086867859222,-0.5278328384855143
1364027661723956.0,26.133007,87.0,1364027661725353.0,15.382217,80.0,25.0,0.2589601828957974,-1397.0,0.4223994,4.7459025,1.0453298168081777,-0.5023845031251354
944362200151399.0,26.209637,95.0,944362200152529.0,17.47604,88.0,20.0,0.1999190032009805,-1130.0,11.37718,6.32417,-1.322860049405493,0.9300749800934706
48950237433358.0,26.339108,102.0,48950237434527.0,22.98946,97.0,15.0,0.0679048295097477,-1169.0,1.2787337,2.0605984,-0.8803755760107341,0.8761334218512229
386092998146459.0,29.276287,102.0,386092998148065.0,17.413906,97.0,28.0,0.2540657949304257,-1606.0,4.449479,-3.6760154,1.1097254087845332,-1.0168821857931116
1416347448442047.0,17.843998,95.0,1416347448442362.0,25.259087,88.0,10.0,-0.1720315146816057,-315.0,11.939239,-2.8299065,-1.454001764522393,1.2532482825974747
223709831567373.0,21.512585,87.0,223709831568109.0,17.330486,80.0,20.0,0.107666538518543,-736.0,4.291443,4.7713494,0.34990460125221884,-0.1205735035528855
979883719337485.0,34.143776,78.0,979883719339253.0,18.740673,73.0,28.0,0.2912595912647213,-1768.0,-3.4204814,-2.8626838,1.9060739442436436,-0.9644453803776741
1330501526827775.0,19.003105,86.0,1330501526828250.0,24.532879,81.0,2.0,-0.1270161712665091,-475.0,6.1329646,12.589298,1.3138643040416491,-1.39701561696905
499051999060971.0,19.364906,103.0,499051999061265.0,23.319321,96.0,5.0,-0.0926434722596709,-294.0,6.9260087,0.9183568,-1.3244959485148253,1.2081945910810163
582101202601169.0,28.562691,94.0,582101202602542.0,17.866371,89.0,25.0,0.2303798426942159,-1373.0,14.351158,0.21837409,1.1078245989622075,-1.2062500363876727
1601460173741247.0,23.522312,78.0,1601460173741922.0,26.907829,73.0,5.0,-0.0671328085321038,-675.0,-3.8157198,11.8078785,-1.1690627800608488,1.2458482087948897
54842566210566.0,18.226189,79.0,54842566210771.0,26.964306,72.0,2.0,-0.1933618341644631,-205.0,-3.4315746,-0.60690737,-1.3604560106280648,0.7241627435315318
1141842529933831.0,16.274746,87.0,1141842529934437.0,22.924644,80.0,2.0,-0.1696428949532122,-606.0,3.4391327,-0.7165806,-1.0358140844703183,1.3587947337420865
391272213287571.0,15.217918,87.0,391272213287954.0,23.321423,80.0,2.0,-0.2102657904814719,-383.0,3.433114,-1.5010868,1.3414282521198615,-1.217106713992381
1392991262188219.0,22.839794,102.0,1392991262188507.0,28.486324,97.0,10.0,-0.1100128008901822,-288.0,2.233074,11.998284,-1.4709342257831988,1.0504803536816092
1020113146842787.0,16.576626,79.0,1020113146842983.0,23.996929,72.0,2.0,-0.1828852068792099,-196.0,-2.9939375,-2.5617063,0.8861493574622585,-1.0459488288641314
1456757302717639.0,20.662994,103.0,1456757302717696.0,23.608109,96.0,10.0,-0.0665245453676633,-57.0,7.071008,-0.6107168,-1.0028200472111426,1.501969947569426
1203188259278584.0,22.316673,103.0,1203188259279043.0,21.179455,96.0,10.0,0.0261452697582644,-459.0,9.404904,1.6762892,-0.7307762475965246,1.324248579745763
546563150572027.0,25.957546,79.0,546563150572910.0,18.325233,72.0,20.0,0.1723539753455852,-883.0,0.09675643,6.6480503,-1.1856205122324595,1.3330072003095925
932561706870098.0,20.750561,95.0,932561706870789.0,22.635948,88.0,10.0,-0.043455605059167,-691.0,10.261878,1.7464981,-1.0520244841032458,1.50019295904853
1457479063570430.0,28.218044,102.0,1457479063571540.0,19.5947,97.0,25.0,0.1803566011605608,-1110.0,3.4625757,-2.138864,0.35212859750091247,0.048895409105939126
1648849348443961.0,25.878239,95.0,1648849348445062.0,19.758064,88.0,20.0,0.1341075985055143,-1101.0,11.008704,4.4312844,0.8926226051300565,0.04268896162263943
1644262794956089.0,29.179607,86.0,1644262794957924.0,16.381145,81.0,28.0,0.2809098058785333,-1835.0,7.3602962,-1.8542157,-1.258285683328345,1.50019295904853
1024505968336885.0,18.711418,79.0,1024505968337267.0,25.335152,72.0,2.0,-0.1503802452722198,-382.0,-3.1291738,-0.51098555,0.9479046649266448,-1.2784685224742618
579729815495096.0,27.271519,79.0,579729815496046.0,16.450806,72.0,20.0,0.2474871361484093,-950.0,0.91231036,8.27874,-0.4614091838365043,-0.020627914367996554
584800137406181.0,25.551685,86.0,584800137407487.0,21.77729,81.0,15.0,0.0797480824378723,-1306.0,10.402672,4.572431,-1.1283519703496585,1.1760558661603115
573613445398527.0,32.812988,94.0,573613445399782.0,18.400612,89.0,28.0,0.2814169673680428,-1255.0,14.056864,-3.3610554,0.5015489196401722,-1.4525923438485944
673987266986499.0,21.190685,102.0,673987266986904.0,28.418488,97.0,10.0,-0.1456948899349723,-405.0,2.3407052,12.489775,1.465760995738124,-1.4713377159270105
339766920859643.0,30.841278,86.0,339766920861396.0,18.074074,81.0,28.0,0.2610060743302021,-1753.0,8.028197,-2.7832093,-0.4396073339835854,0.4796474270659289
1059479908787578.0,18.707321,103.0,1059479908787808.0,21.309254,96.0,5.0,-0.0650213817649311,-230.0,7.543588,2.7217898,1.3718637301702885,-1.6772411801250156
589458053267860.0,27.991272,102.0,589458053269415.0,19.821056,97.0,25.0,0.170880949365193,-1555.0,3.223047,-1.6967591,0.45436904139600764,0.14432352327695322
1465462483333056.0,22.606525,95.0,1465462483333913.0,22.257759,88.0,10.0,0.0077738006473033,-857.0,10.147597,2.472509,1.0401901774974636,0.2506135784710362
1705469549884133.0,23.063213,95.0,1705469549885072.0,21.182285,88.0,15.0,0.0425111725491258,-939.0,10.219797,3.0540593,-0.20972798647634416,0.8343380787119793
270577814748020.0,20.892609,94.0,270577814748241.0,24.206894,89.0,5.0,-0.0734882821214237,-221.0,13.425832,13.214802,0.9349651348157555,-0.03349170884080331
456647787761200.0,31.991714,94.0,456647787762586.0,17.817062,89.0,28.0,0.2845814159336098,-1386.0,13.777493,-2.7953048,-1.2101935928218235,0.8850636883360263
946854965819992.0,19.220882,103.0,946854965820110.0,23.090454,96.0,2.0,-0.0914547344947935,-118.0,7.0550942,1.1387877,1.0465935407440417,-1.012906550458226
143938042573413.0,29.093029,94.0,143938042574663.0,17.746353,89.0,25.0,0.2422464924921512,-1250.0,14.314326,0.03210839,0.7305213948906644,-0.28531323481489546
76248371814255.0,20.015556,86.0,76248371814649.0,24.432865,81.0,10.0,-0.0993805606727852,-394.0,7.531558,11.838504,-0.11306831279002402,-0.987467279873912
176698215269176.0,27.564983,79.0,176698215270485.0,16.563934,72.0,25.0,0.2492934281618559,-1309.0,0.8332197,8.610214,0.5611830840073602,-1.328175660645572
1770471250851012.0,27.177952,87.0,1770471250852210.0,15.358707,80.0,20.0,0.2778602099426756,-1198.0,-0.08234581,4.799433,0.11056531772315509,-1.1655512387401787
374201820756690.0,28.80302,78.0,374201820758123.0,17.828197,73.0,25.0,0.2353535615422604,-1433.0,-6.306811,-0.08736837,-0.00979585476762477,0.4251157811430548
1762333288286259.0,27.867443,103.0,1762333288287670.0,14.801334,96.0,28.0,0.3062217836709967,-1411.0,5.4117804,8.5948515,0.8328688710720786,-1.169128608752461
907948776898038.0,24.847824,102.0,907948776899014.0,22.851543,97.0,20.0,0.0418513101022912,-976.0,2.0410447,3.1243763,-0.7679347927075454,0.6948405322579005
1018732434701644.0,28.708378,79.0,1018732434702656.0,16.68486,72.0,25.0,0.264874649391612,-1012.0,0.38693762,9.69914,-0.6953023581677796,1.0001071006755782
434870825812809.0,23.592659,86.0,434870825814447.0,18.095177,81.0,15.0,0.1318725682954615,-1638.0,8.385282,4.528729,-1.3499403787149375,1.209051358625236
1663707543528585.0,25.30925,87.0,1663707543529578.0,16.313046,80.0,20.0,0.2161390616221651,-993.0,1.8050928,4.1269984,-0.3195233774361124,0.24631365808272468
980262028144583.0,24.249863,103.0,980262028145385.0,19.530109,96.0,15.0,0.1078062361483466,-802.0,8.341287,3.4185884,-1.0969847774076968,1.4272908133993514
432195774881962.0,29.57848,102.0,432195774883502.0,19.624161,97.0,28.0,0.2023126969952689,-1540.0,3.6129448,-4.4107985,-1.072922944311769,0.9172872127747597
450169243644976.0,26.987541,103.0,450169243646000.0,17.676228,96.0,20.0,0.208475755818995,-1024.0,6.8310127,6.69201,-1.27603284370562,0.6378827428830147
751556686155629.0,18.544834,87.0,751556686156295.0,20.820007,80.0,10.0,-0.0577970834430653,-666.0,3.7127323,2.5548432,0.7452544703634038,-1.3554053707088143
1096055904514235.0,27.257816,95.0,1096055904515527.0,14.448578,88.0,25.0,0.3071288781283752,-1292.0,11.669933,9.590977,0.6299449431778833,-1.2301746121327182
1736815548178575.0,26.7616,102.0,1736815548179637.0,23.365345,97.0,20.0,0.0677530817008696,-1062.0,1.1671443,2.033604,0.1906479887828442,0.030231620012108877
1293806306164833.0,29.421894,79.0,1293806306166504.0,16.787853,72.0,28.0,0.2734064092582027,-1671.0,0.48402923,10.204538,1.5506608162046305,-1.2676171082879135
322552172457203.0,20.660072,102.0,322552172457112.0,27.617664,97.0,2.0,-0.1441159544018385,91.0,2.0243886,12.202569,-1.6654211769907574,0.9597799588467546
327299454396429.0,26.406185,95.0,327299454398050.0,16.129532,88.0,25.0,0.2416005588903085,-1621.0,11.5210285,7.8635564,-0.03671946652117927,-0.32293000860024673
254036926906250.0,17.686562,103.0,254036926906272.0,22.506889,96.0,2.0,-0.119928169392571,-22.0,6.549704,2.9071758,-0.9041594966408838,1.5809671316799414
1669593082357036.0,23.586327,94.0,1669593082357216.0,25.027328,89.0,10.0,-0.0296418979399923,-180.0,13.847802,10.707265,0.7989449763146227,-1.5244739711601183
1600653269212115.0,28.100754,86.0,1600653269213939.0,17.717419,81.0,28.0,0.2266204503614755,-1824.0,8.232834,-0.1295474,-1.4410887022653873,0.7874942401287249
781680155562367.0,25.959679,103.0,781680155562982.0,18.623531,96.0,15.0,0.1645495692212382,-615.0,7.614648,5.179248,0.7106370713993665,0.370809292561153
278606766669477.0,20.593262,102.0,278606766669964.0,25.679951,97.0,5.0,-0.1099272920598792,-487.0,2.2166033,11.006984,1.3646781721892018,-1.0545937011089497
1402463407634496.0,28.778793,78.0,1402463407635577.0,22.277988,73.0,20.0,0.1273250070348148,-1081.0,-6.688176,4.8220263,-1.7482590587700673,0.544925511220075
1691713938687605.0,26.748985,87.0,1691713938688914.0,14.310497,80.0,25.0,0.3029382591821299,-1309.0,-0.74124503,5.714231,-0.8040703784833811,1.684546818830552
1575216362862487.0,18.522701,79.0,1575216362862732.0,27.573799,72.0,2.0,-0.1963510895621142,-245.0,-3.5956416,0.31597483,-1.0594498779883839,0.6565330810188136
1204020481952890.0,32.059616,102.0,1204020481954209.0,19.880302,97.0,28.0,0.2344885103592192,-1319.0,3.1125302,-5.7389274,-0.9617742101915838,1.843720192764313
656311778310491.0,28.968811,103.0,656311778311822.0,16.877289,96.0,20.0,0.2637415614414312,-1331.0,6.00987,9.090861,-0.1262771649228875,0.4388895621679471
1162770595353454.0,25.288967,87.0,1162770595354578.0,16.104374,80.0,25.0,0.2218857617702325,-1124.0,1.821267,4.2500544,0.556745074998718,-1.4270615482672346
658404801968449.0,23.255184,95.0,658404801969355.0,17.469028,88.0,15.0,0.1420814723192188,-906.0,10.842761,5.4815392,-1.2215743056434625,1.4016272627104573
1346703944427337.0,19.614166,103.0,1346703944427594.0,24.822117,96.0,2.0,-0.1172004193059981,-257.0,5.783678,-0.6316968,-0.8379587505948352,1.2758298094242255
1266000932920888.0,27.373276,86.0,1266000932922298.0,20.497913,81.0,20.0,0.1436221481776857,-1410.0,10.087121,2.4357517,0.18488937316990411,-0.9003296344447821
1706170300008572.0,23.450371,103.0,1706170300008921.0,23.455502,96.0,10.0,-0.0001093892869235,-349.0,8.76696,1.1263824,0.8853920053625364,-1.28475976947559
760298884483538.0,31.13689,102.0,760298884485018.0,19.07542,97.0,28.0,0.2402094227491226,-1480.0,3.594322,-5.5736704,-1.1705897894906077,1.1277183864112283
985708340445833.0,21.493538,79.0,985708340446305.0,23.948818,72.0,10.0,-0.054030649291159,-472.0,-1.79463,1.3346621,-1.5374723208791845,0.8998860592631613
1617345902993372.0,25.715385,79.0,1617345902994406.0,16.940948,72.0,20.0,0.2057006869296524,-1034.0,1.0085506,7.1184473,0.8208485184482521,-1.5340513456911193
22848404748501.0,24.678379,78.0,22848404749032.0,22.588383,73.0,10.0,0.0442170335255882,-531.0,-4.9049172,9.646779,-0.8861980395168142,1.2735118584607341
1032553961238294.0,19.265308,103.0,1032553961238308.0,22.547752,96.0,2.0,-0.0785028409783928,-14.0,7.508824,1.5819225,1.2580686750100551,-1.6051689001039926
812642113392012.0,18.777279,95.0,812642113392403.0,25.251095,88.0,2.0,-0.1470373627697448,-391.0,12.509858,-1.4395694,-1.4594469450235539,0.8603650976798713
314279081870251.0,15.544102,87.0,314279081870711.0,20.803307,80.0,5.0,-0.1446927069822225,-460.0,4.126396,0.60903525,0.7729442568346416,-1.3906261194916614
1569477331579578.0,24.745476,86.0,1569477331580423.0,25.257881,81.0,10.0,-0.010247411988759,-845.0,9.055584,9.893658,-0.7703403491469154,1.4013652614409629
1074031465214505.0,27.209141,79.0,1074031465215996.0,16.462284,72.0,25.0,0.2460844133206095,-1491.0,0.89155406,8.224425,-1.0261273142972305,1.8980255116976912
1062600290541044.0,27.06226,87.0,1062600290542206.0,14.701958,80.0,25.0,0.2959543502047614,-1162.0,-0.6176213,5.336392,0.6133094326637202,0.09280693883819163
1707492715117847.0,19.684956,95.0,1707492715118261.0,25.224716,88.0,10.0,-0.1233533836541937,-414.0,12.977492,-0.7650476,0.8749084134830576,-1.6199152438770332
1272067253624373.0,29.356884,102.0,1272067253625892.0,20.863113,97.0,28.0,0.1691312526362756,-1519.0,2.5003858,-1.0872369,0.7256438802030603,-0.9972376464114611
1732946096712319.0,31.199806,79.0,1732946096713909.0,17.155518,72.0,28.0,0.2904393319751099,-1590.0,-0.30363292,12.102378,-1.4227357995128287,1.1162692818288442
385367717753341.0,20.13821,102.0,385367717753908.0,24.761997,97.0,5.0,-0.1029791911649761,-567.0,2.1170583,10.413734,0.5849934724913934,0.5864094354396617
1306740710175869.0,26.902225,78.0,1306740710177056.0,20.893887,73.0,15.0,0.1257076726240829,-1187.0,-6.6446676,4.9302025,1.0212658941448383,-1.1302120630442232
523125963219723.0,25.880589,86.0,523125963221129.0,22.329887,81.0,15.0,0.0736500091805772,-1406.0,10.651494,4.457073,0.9263809597136612,-1.3458268265292883
77401018138015.0,18.349651,102.0,77401018138225.0,26.330364,97.0,5.0,-0.1786192999263764,-210.0,3.9725738,12.971171,0.9888743488227492,0.26313027974418757
1036620478434992.0,27.549965,78.0,1036620478436396.0,21.177921,73.0,15.0,0.1307679138799495,-1404.0,-6.6538177,4.9240847,-0.07695756964897453,0.32452893215459055
1193525566857981.0,27.239223,103.0,1193525566858924.0,19.035793,96.0,15.0,0.1772755734973705,-943.0,7.385557,6.203758,0.46417259517000353,-0.8242314242023195
423806078055281.0,28.654346,102.0,423806078056588.0,21.320663,97.0,28.0,0.1467470070890832,-1307.0,2.4068224,-0.7435298,-0.06975692034769047,-0.9010480910509759
576161805073424.0,18.741451,87.0,576161805074052.0,16.091171,80.0,15.0,0.0760861470606491,-628.0,3.8984907,5.409198,0.1742497602570058,-0.21857835342344492
1531090742082725.0,27.369884,95.0,1531090742083946.0,19.413292,88.0,20.0,0.1700737889193329,-1221.0,11.437268,5.5471225,0.32460527990015353,0.1358669644445851
1747498369186577.0,18.578808,79.0,1747498369186695.0,26.299484,72.0,2.0,-0.1720358698142968,-118.0,-3.3894138,-0.5550959,-1.0329790058407333,1.47432647434063
1692500989588450.0,28.41436,103.0,1692500989589743.0,14.886513,96.0,25.0,0.3124151099678752,-1293.0,5.393644,9.258265,-0.5046734449249919,0.737955238932816
848836352945309.0,22.15543,78.0,848836352945823.0,25.667969,73.0,2.0,-0.0734481252576798,-514.0,-3.3743615,13.056079,-1.151207658700628,1.5131669928947729
1526235684116725.0,30.386738,79.0,1526235684118096.0,17.296165,72.0,28.0,0.2745338932069636,-1371.0,-0.130975,11.390328,-1.2897951990284704,1.2629873610369926
298142082347221.0,24.062386,86.0,298142082348376.0,19.496841,81.0,15.0,0.1048123512384643,-1155.0,8.695556,4.6396866,1.6431713055334594,-1.331098319896247
387639129572598.0,24.431324,79.0,387639129573536.0,21.564533,72.0,15.0,0.0623271569872042,-938.0,-1.2125342,3.3264549,0.6701503097495595,0.04452735669107313
196362703791786.0,25.482281,79.0,196362703792674.0,20.667725,72.0,20.0,0.1043240601095479,-888.0,-0.9840146,4.7932143,0.47810327675658726,-0.18362516174058438
1134129856151850.0,28.149326,78.0,1134129856152656.0,23.52277,73.0,15.0,0.0895368362839393,-806.0,-6.3399434,6.139455,-1.0088231422112706,1.55335816308262
1726478567212867.0,25.63163,103.0,1726478567213949.0,17.301147,96.0,25.0,0.1940355034569508,-1082.0,6.830957,5.683235,0.9293506993542338,-1.1158338661442793
1058885387234969.0,24.314838,87.0,1058885387236211.0,15.886261,80.0,25.0,0.2096603627676945,-1242.0,2.2880442,4.8011875,-0.8771924683199939,1.3428009598176323
1741679505636936.0,24.250278,86.0,1741679505638311.0,21.261044,81.0,15.0,0.0656811067804183,-1375.0,9.584624,5.428233,-1.2465202579287664,1.2170850895159853
1424799232596667.0,16.874722,87.0,1424799232597042.0,24.005768,80.0,2.0,-0.1744364120880156,-375.0,2.7644231,-1.6128653,-0.6682991106784173,0.5062423103924822
300082045565931.0,18.296967,103.0,300082045565967.0,25.202347,96.0,2.0,-0.1587468712724987,-36.0,5.069612,0.10699849,0.2056204358113208,-0.15777095834219204
810753031800709.0,24.476799,103.0,810753031801645.0,19.429928,96.0,15.0,0.1149452793418192,-936.0,8.329916,3.5138392,0.29149004773108883,0.3544175457262259
842921378706905.0,30.00639,79.0,842921378708307.0,16.142128,72.0,28.0,0.3004270256305956,-1402.0,0.5066942,11.16752,-1.5661175040059585,0.7465834436861591
564181017100071.0,25.549458,95.0,564181017101628.0,17.161972,88.0,25.0,0.1963756774240526,-1557.0,11.244216,6.5160947,1.689537181183624,-1.1033507922662085
859829054971264.0,26.122219,86.0,859829054973139.0,15.562668,81.0,25.0,0.253318450881251,-1875.0,6.746268,-0.71950614,-1.5856786410708883,1.119616815906056
1762893006890672.0,28.041836,79.0,1762893006891893.0,17.892731,72.0,25.0,0.2209470048993821,-1221.0,-0.5576705,8.760335,-0.9825911772710438,1.6245026194115577
981687635586787.0,20.400211,95.0,981687635587246.0,21.402836,88.0,10.0,-0.0239844956756382,-459.0,9.560025,1.3306857,1.2374669333740174,-0.8262660278107427
1012859501617862.0,26.054203,102.0,1012859501618697.0,23.038494,97.0,15.0,0.0614288719969897,-835.0,1.4706818,2.4247148,0.9438678528610805,-1.0818076209171108
1089805144881977.0,30.698032,95.0,1089805144884019.0,15.188446,88.0,28.0,0.3379990506135598,-2042.0,11.843167,11.582151,0.8782881726846692,-1.111645354777929
755224699713973.0,31.108299,94.0,755224699715705.0,17.97155,89.0,28.0,0.2676607460630125,-1732.0,14.3188,-1.8963288,-1.2243146572170438,1.079823911040812
1329104681178984.0,20.913349,95.0,1329104681179233.0,26.936584,88.0,5.0,-0.1258776057220393,-249.0,13.620122,-1.1766179,1.880969417009195,-1.2349298182092039
1600614332834819.0,20.218231,103.0,1600614332834926.0,24.354378,96.0,5.0,-0.0927957122725304,-107.0,6.4528904,-0.92267495,1.5435620913582149,-1.0297646946423098
1716908407825340.0,23.141312,103.0,1716908407825843.0,20.654797,96.0,15.0,0.0567747924821358,-503.0,8.838057,2.4403694,0.6117090562003896,-1.3178231015549369
1021539678026746.0,20.611244,103.0,1021539678027279.0,21.454956,96.0,10.0,-0.0200567676662023,-533.0,9.120531,1.6529903,-0.6374954044151885,1.106250364979832
134560286550576.0,17.865498,102.0,134560286550734.0,26.969406,97.0,5.0,-0.203054031296688,-158.0,3.9376814,13.175268,-1.3389794367689263,0.7690488828968511
163023996886667.0,16.249233,87.0,163023996886839.0,24.150372,80.0,5.0,-0.1955746597027372,-172.0,2.7341495,-2.4064524,-1.6872919825682677,0.5641817272915811
114363159406013.0,22.422451,87.0,114363159406962.0,16.367088,80.0,15.0,0.156108145549242,-949.0,3.4608347,5.0180645,0.45505627690035444,0.19628720586421772
1288317784357810.0,30.040966,94.0,1288317784358561.0,21.507935,89.0,20.0,0.1655327433653726,-751.0,16.892387,1.7938483,-0.8237197417279228,1.5760668891864136
91736165337262.0,18.140526,79.0,91736165337713.0,24.1064,72.0,5.0,-0.1412143927347518,-451.0,-2.945411,-1.6165017,0.845836958604264,-1.2171926831589341
568950727381228.0,30.808407,102.0,568950727382717.0,19.07571,97.0,28.0,0.2351990514335454,-1489.0,3.7097702,-5.3518085,1.2799041901157207,-1.5966991827257235
1203199955575507.0,19.739384,94.0,1203199955575643.0,25.911079,89.0,5.0,-0.1351945762302564,-136.0,13.381082,14.255091,-1.3121744660095342,0.9593202869766135
