TimeL,ChargeL,ChannelIDL,TimeR,ChargeR,ChannelIDR,DOI,NCD,delta_t
927371861124955.0,27.505054,79.0,927371861126412.0,15.98658,72.0,25.0,0.2648434409247535,-1457.0
146673328174508.0,26.578712,102.0,146673328175777.0,20.747471,97.0,20.0,0.123213845494364,-1269.0
1004800997775520.0,29.305012,79.0,1004800997776729.0,17.968006,72.0,25.0,0.2398198058774246,-1209.0
839805733328098.0,21.388901,94.0,839805733328510.0,25.715622,89.0,5.0,-0.091853620935722,-412.0
836178520995931.0,20.455765,103.0,836178520996235.0,21.842888,96.0,10.0,-0.0327935501870473,-304.0
998065762931228.0,27.313015,102.0,998065762932364.0,22.591274,97.0,20.0,0.0946159357164672,-1136.0
1693459316176044.0,27.396965,86.0,1693459316177241.0,21.519001,81.0,20.0,0.1201645286939647,-1197.0
1115331198012337.0,18.985081,79.0,1115331198012643.0,27.762653,72.0,2.0,-0.1877646518652647,-306.0
893801331420195.0,19.566715,79.0,893801331420199.0,27.687057,72.0,5.0,-0.1718453714128895,-4.0
983884036059828.0,28.023636,94.0,983884036060943.0,21.45446,89.0,15.0,0.1327693773826704,-1115.0
882578767553323.0,20.625847,86.0,882578767554155.0,25.237431,81.0,2.0,-0.1005506845803738,-832.0
638899513828734.0,15.740078,87.0,638899513829051.0,22.715992,80.0,2.0,-0.1813995553887852,-317.0
1342979395617921.0,20.284607,103.0,1342979395618185.0,20.353565,96.0,10.0,-0.001696877507187,-264.0
44547507433866.0,25.183609,103.0,44547507434688.0,19.654644,96.0,15.0,0.123309108407948,-822.0
391479506901124.0,26.838268,95.0,391479506902640.0,14.465088,88.0,28.0,0.299568393425464,-1516.0
532184865237050.0,28.22636,86.0,532184865238588.0,15.649208,81.0,28.0,0.2866550240443611,-1538.0
1314092367558135.0,27.001274,103.0,1314092367558893.0,18.882751,96.0,20.0,0.1769357200027678,-758.0
909465054852431.0,20.173759,86.0,909465054853341.0,25.173534,81.0,5.0,-0.1102552031055084,-910.0
1226584362050557.0,19.942177,103.0,1226584362050507.0,25.215397,96.0,5.0,-0.1167737664560987,50.0
546771094798675.0,25.118725,87.0,546771094800131.0,14.102161,80.0,25.0,0.2808851385968181,-1456.0
824388913184057.0,28.573017,87.0,824388913185825.0,13.821259,80.0,28.0,0.3479657961371955,-1768.0
1436212845265325.0,25.271656,86.0,1436212845266541.0,21.519711,81.0,15.0,0.0801845562665437,-1216.0
963635632592877.0,27.200146,95.0,963635632594222.0,16.043091,88.0,25.0,0.2580069341247511,-1345.0
1248724850754935.0,20.868855,78.0,1248724850755542.0,23.702087,73.0,2.0,-0.063566796501631,-607.0
198750524163679.0,19.750427,103.0,198750524163984.0,24.131516,96.0,2.0,-0.099838081463257,-305.0
1665418240035312.0,22.74025,94.0,1665418240035765.0,26.961555,89.0,5.0,-0.0849326297103294,-453.0
1624957751316003.0,31.600571,94.0,1624957751316999.0,22.121063,89.0,20.0,0.176456062375169,-996.0
1537688052328935.0,27.734051,79.0,1537688052329615.0,20.293274,72.0,20.0,0.1549279915131646,-680.0
1738459040644284.0,25.755939,95.0,1738459040645405.0,20.455727,88.0,15.0,0.1146942419258375,-1121.0
1285960301107159.0,18.021252,79.0,1285960301107579.0,25.159264,72.0,5.0,-0.1653063154687637,-420.0
783503439916496.0,20.339516,79.0,783503439916977.0,27.556496,72.0,5.0,-0.1506801860664307,-481.0
112655653590416.0,15.167908,87.0,112655653590463.0,23.25164,80.0,2.0,-0.2104067439835575,-47.0
1241329863010643.0,27.77964,95.0,1241329863011937.0,17.354679,88.0,20.0,0.230976366343314,-1294.0
1511909653077975.0,16.424427,87.0,1511909653078331.0,23.172977,80.0,2.0,-0.170429101867385,-356.0
981713688617217.0,28.606915,95.0,981713688619324.0,13.742085,88.0,28.0,0.3510078160051004,-2107.0
60990394972619.0,28.515034,94.0,60990394973400.0,20.763435,89.0,20.0,0.1573019445876047,-781.0
1582540631335534.0,24.217487,87.0,1582540631336489.0,17.734497,80.0,20.0,0.1545335734300432,-955.0
1761298094547053.0,21.674816,102.0,1761298094547403.0,27.304203,97.0,2.0,-0.1149346621254296,-350.0
242240864430137.0,23.835304,78.0,242240864430889.0,23.769592,73.0,10.0,0.0013803622215664,-752.0
212284146980054.0,28.826866,79.0,212284146981279.0,18.334278,72.0,25.0,0.2224837463654401,-1225.0
892240680935103.0,29.221043,78.0,892240680936544.0,18.436569,73.0,25.0,0.2262906920304778,-1441.0
1536619253831741.0,27.391506,95.0,1536619253833290.0,14.713737,88.0,28.0,0.3010971579002643,-1549.0
605009991377981.0,24.846813,103.0,605009991378616.0,17.402546,96.0,15.0,0.1761983418493994,-635.0
1184109893152219.0,17.890537,79.0,1184109893152144.0,25.530319,72.0,2.0,-0.1759472913200974,75.0
1376937150165160.0,18.608246,102.0,1376937150165290.0,26.878372,97.0,5.0,-0.1818144844270461,-130.0
1789937178505213.0,21.613811,102.0,1789937178505607.0,28.712765,97.0,5.0,-0.1410577584296615,-394.0
613451760840734.0,23.735622,95.0,613451760841567.0,21.110321,88.0,15.0,0.05854043475014,-833.0
83194285297585.0,25.365158,103.0,83194285298439.0,18.181381,96.0,20.0,0.164967806052279,-854.0
1566566147421671.0,18.158417,95.0,1566566147421941.0,24.970985,88.0,5.0,-0.1579564678406623,-270.0
1432656521238427.0,20.315601,95.0,1432656521238727.0,23.688766,88.0,10.0,-0.0766552328772278,-300.0
318189572910907.0,25.865334,103.0,318189572911767.0,18.639324,96.0,20.0,0.1623652517451095,-860.0
1136689570916555.0,23.19278,94.0,1136689570916972.0,25.670616,89.0,5.0,-0.0507094513037939,-417.0
